item_id,genres,title,texto
346330,"action, adventure, free to play, indie, early access",Brainbread 2,"action, adventure, free to play, indie, early access BrainBread 2"
346560,"adventure, casual, indie, rpg",Hero Of The Kingdom Ii,"adventure, casual, indie, rpg Hero of the Kingdom II"
346610,"indie, racing, simulation, sports, early access",Racecraft,"indie, racing, simulation, sports, early access Racecraft"
346900,"casual, free to play, indie",Adventure Capitalist,"casual, free to play, indie AdVenture Capitalist"
346940,"adventure, indie, rpg, strategy",Shadowrun: Hong Kong - Extended Edition,"adventure, indie, rpg, strategy Shadowrun: Hong Kong - Extended Edition"
347560,"adventure, indie, rpg, early access",Terra Incognita ~ Chapter One: The Descendant,"adventure, indie, rpg, early access Terra Incognita ~ Chapter One: The Descendant"
347610,casual,Hidden Object Bundle 4 In 1,casual Hidden Object Bundle 4 in 1
347620,"adventure, casual, indie, simulation",Gaokao.Love.100Days,"adventure, casual, indie, simulation Gaokao.Love.100Days"
348040,"adventure, indie, simulation",This War Of Mine - War Child Charity Dlc,"adventure, indie, simulation This War of Mine - War Child Charity DLC"
348380,"adventure, indie",The Interview,"adventure, indie The Interview"
348460,"action, indie",Bierzerkers,"action, indie Bierzerkers"
348470,action,Samurai Warriors 4-Ii,action SAMURAI WARRIORS 4-II
348620,"adventure, casual, free to play, indie",Voices From The Sea,"adventure, casual, free to play, indie Voices from the Sea"
348670,"action, adventure, indie, massively multiplayer, rpg",Immune - True Survival,"action, adventure, indie, massively multiplayer, rpg Immune - True Survival"
348710,action,Saint Seiya: Soldiers' Soul,action Saint Seiya: Soldiers' Soul
349040,"action, adventure",Naruto Shippuden: Ultimate Ninja Storm 4,"action, adventure NARUTO SHIPPUDEN: Ultimate Ninja STORM 4"
349100,"action, adventure, indie, rpg",Notrium,"action, adventure, indie, rpg Notrium"
349220,"adventure, indie, massively multiplayer, rpg",The Black Watchmen,"adventure, indie, massively multiplayer, rpg The Black Watchmen"
349480,"action, free to play, rpg",Modular Combat,"action, free to play, rpg Modular Combat"
349720,"casual, free to play, massively multiplayer",Audition Online,"casual, free to play, massively multiplayer Audition Online"
350080,action,Wolfenstein: The Old Blood,action Wolfenstein: The Old Blood
350600,"action, indie",Bios,"action, indie BIOS"
350970,"action, adventure, indie",Planet Of The Eyes,"action, adventure, indie Planet of the Eyes"
351050,"simulation, sports",Cricket Captain 2015,"simulation, sports Cricket Captain 2015"
351090,casual,Regency Solitaire,casual Regency Solitaire
351140,"action, casual, free to play, indie",Rustbucket Rumble,"action, casual, free to play, indie Rustbucket Rumble"
351290,"action, adventure, indie, massively multiplayer, simulation, early access",Survival: Postapocalypse Now,"action, adventure, indie, massively multiplayer, simulation, early access Survival: Postapocalypse Now"
351510,"casual, indie, strategy",Quiplash,"casual, indie, strategy Quiplash"
351555,action,Kold War Pack,action Kold War Pack
351640,"action, free to play, indie, rpg",Eternal Senia,"action, free to play, indie, rpg Eternal Senia"
351700,"indie, rpg, simulation, strategy",Unreal World,"indie, rpg, simulation, strategy UnReal World"
351710,"rpg, strategy",Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2,"rpg, strategy Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2"
351730,"adventure, casual, indie, simulation, strategy",On My Own,"adventure, casual, indie, simulation, strategy On My Own"
351790,"adventure, free to play, indie",Invisible Apartment,"adventure, free to play, indie Invisible Apartment"
351800,"adventure, free to play, indie",Dev Guy,"adventure, free to play, indie Dev Guy"
351900,"indie, rpg",Pregnancy,"indie, rpg Pregnancy"
351970,rpg,Tales Of Zestiria,rpg Tales of Zestiria
351990,"casual, indie, racing",Riff Racer - Race Your Music!,"casual, indie, racing Riff Racer - Race Your Music!"
352111,"animation &amp; modeling, design &amp; illustration, education, software training, utilities",Axis Game Factory'S Agfpro - Voxel Sculpt Dlc,"animation &amp; modeling, design &amp; illustration, education, software training, utilities Axis Game Factory's AGFPRO - Voxel Sculpt DLC"
352130,"indie, strategy",Locoland,"indie, strategy Locoland"
352190,strategy,Spirit Of War,strategy Spirit of War
352400,"action, adventure",Lego® Jurassic World,"action, adventure LEGO® Jurassic World"
352460,"action, adventure, indie, strategy",Dead Realm,"action, adventure, indie, strategy Dead Realm"
352520,"adventure, casual, indie",The Silent Age,"adventure, casual, indie The Silent Age"
352700,"action, casual, free to play, massively multiplayer",Subspace Continuum,"action, casual, free to play, massively multiplayer Subspace Continuum"
352950,"action, adventure, indie",Better Late Than Dead,"action, adventure, indie Better Late Than DEAD"
352960,"action, indie",Star Horizon,"action, indie Star Horizon"
353130,"action, free to play, indie, massively multiplayer, simulation",Time Of Dragons,"action, free to play, indie, massively multiplayer, simulation Time of Dragons"
353270,"rpg, strategy",Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V Century,"rpg, strategy Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY"
353330,indie,Love At First Sight,indie Love at First Sight
353360,"free to play, indie",How Do You Do It?,"free to play, indie how do you Do It?"
353560,"adventure, casual, indie",Plug &Amp; Play,"adventure, casual, indie Plug &amp; Play"
353640,"casual, indie, simulation, strategy",Train Valley,"casual, indie, simulation, strategy Train Valley"
354140,"action, indie, simulation",Five Nights At Freddy'S 3,"action, indie, simulation Five Nights at Freddy's 3"
354240,"casual, indie","Please, Don’T Touch Anything","casual, indie Please, Don’t Touch Anything"
354290,"action, casual, free to play, massively multiplayer",Lovebeat,"action, casual, free to play, massively multiplayer LoveBeat"
354380,"action, adventure",Assassin’S Creed® Chronicles: China,"action, adventure Assassin’s Creed® Chronicles: China"
354400,"action, adventure, indie",Tadpole Treble,"action, adventure, indie Tadpole Treble"
354640,"free to play, simulation, strategy",The Settlers Online,"free to play, simulation, strategy The Settlers Online"
355000,utilities,Glasswire,utilities GlassWire
355150,"adventure, indie, strategy",Gravilon,"adventure, indie, strategy gravilon"
355180,"action, free to play",Codename Cure,"action, free to play Codename CURE"
355840,"action, free to play, massively multiplayer, rpg, early access",Survarium,"action, free to play, massively multiplayer, rpg, early access Survarium"
355950,strategy,Age Of Empires Ii Hd: The African Kingdoms,strategy Age of Empires II HD: The African Kingdoms
355960,"simulation, strategy",Age Of Mythology Ex: Tale Of The Dragon,"simulation, strategy Age of Mythology EX: Tale of the Dragon"
356070,"action, indie",Commander Cool 2,"action, indie Commander Cool 2"
356310,"action, free to play",Metal Slug Defense,"action, free to play METAL SLUG DEFENSE"
356500,"action, strategy",Star Wars™ Galactic Battlegrounds Saga,"action, strategy STAR WARS™ Galactic Battlegrounds Saga"
356520,"adventure, indie",Port Of Call,"adventure, indie Port of Call"
356570,"action, indie, strategy",Party Hard,"action, indie, strategy Party Hard"
356670,"action, adventure, free to play, indie",Spooky'S Jump Scare Mansion,"action, adventure, free to play, indie Spooky's Jump Scare Mansion"
357070,"action, indie",Ubermosh,"action, indie UBERMOSH"
357340,"action, adventure, indie",Cobalt,"action, adventure, indie Cobalt"
357360,"rpg, strategy",Endless Legend™ - Guardians,"rpg, strategy Endless Legend™ - Guardians"
357480,"casual, free to play",Frozen Free Fall: Snowball Fight,"casual, free to play Frozen Free Fall: Snowball Fight"
357650,"action, adventure, casual, indie, simulation",Project Explore,"action, adventure, casual, indie, simulation Project Explore"
358090,"adventure, casual, indie",D4: Dark Dreams Don’T Die -Season One-,"adventure, casual, indie D4: Dark Dreams Don’t Die -Season One-"
358250,"action, adventure",Cosmo'S Cosmic Adventure,"action, adventure Cosmo's Cosmic Adventure"
358260,action,Crystal Caves,action Crystal Caves
358290,"action, adventure",Hocus Pocus,"action, adventure Hocus Pocus"
358340,"action, adventure",Word Rescue,"action, adventure Word Rescue"
358960,"action, indie",Canabalt,"action, indie Canabalt"
359040,"adventure, indie",The Music Machine,"adventure, indie The Music Machine"
359050,"action, indie, simulation",Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,"action, indie, simulation Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad"
359550,action,Tom Clancy'S Rainbow Six® Siege,action Tom Clancy's Rainbow Six® Siege
359870,rpg,Final Fantasy X/X-2 Hd Remaster,rpg FINAL FANTASY X/X-2 HD Remaster
360170,"action, adventure, rpg",How To Survive 2,"action, adventure, rpg How to Survive 2"
360640,"casual, strategy",12 Labours Of Hercules Ii: The Cretan Bull,"casual, strategy 12 Labours of Hercules II: The Cretan Bull"
360730,"free to play, indie, massively multiplayer, strategy",Cards And Castles,"free to play, indie, massively multiplayer, strategy Cards and Castles"
360740,"action, adventure, indie",Downwell,"action, adventure, indie Downwell"
360870,"casual, free to play",Ultimate Tic-Tac-Toe,"casual, free to play Ultimate Tic-Tac-Toe"
360940,"action, indie",The Mean Greens - Plastic Warfare,"action, indie The Mean Greens - Plastic Warfare"
360960,"action, adventure, indie",Postal 2: Paradise Lost,"action, adventure, indie POSTAL 2: Paradise Lost"
361280,"indie, simulation, strategy",Turmoil,"indie, simulation, strategy Turmoil"
361314,"action, indie",Depth - Corsair Knife Skin,"action, indie Depth - Corsair Knife Skin"
361630,"action, indie",404Sight,"action, indie 404Sight"
361800,"indie, massively multiplayer, rpg",Tree Of Life,"indie, massively multiplayer, rpg Tree of Life"
362620,"indie, simulation, strategy, early access",Software Inc.,"indie, simulation, strategy, early access Software Inc."
362680,"adventure, indie",Fran Bow,"adventure, indie Fran Bow"
362890,"action, adventure, indie, early access",Black Mesa,"action, adventure, indie, early access Black Mesa"
363270,"action, indie, racing",O3Dx,"action, indie, racing O3DX"
363360,"action, indie, simulation, early access",Interstellar Rift,"action, indie, simulation, early access Interstellar Rift"
363490,"action, adventure, indie, rpg, strategy, early access",Escape Machines,"action, adventure, indie, rpg, strategy, early access Escape Machines"
363680,strategy,Battlefleet Gothic: Armada,strategy Battlefleet Gothic: Armada
363890,"design &amp; illustration, web publishing",Rpg Maker Mv,"design &amp; illustration, web publishing RPG Maker MV"
363970,"adventure, casual, free to play, indie, rpg, simulation, strategy",Clicker Heroes,"adventure, casual, free to play, indie, rpg, simulation, strategy Clicker Heroes"
364050,"action, adventure, indie",Face It - A Game To Fight Inner Demons,"action, adventure, indie Face It - A game to fight inner demons"
364323,simulation,Fsx: Steam Edition - Diamond Da40 Add-On,simulation FSX: Steam Edition - Diamond DA40 Add-On
364360,"action, strategy",Total War: Warhammer,"action, strategy Total War: WARHAMMER"
364390,"adventure, indie",Downfall,"adventure, indie Downfall"
364420,"action, adventure, indie, rpg",Roguelands,"action, adventure, indie, rpg Roguelands"
365300,"action, free to play, indie",Transmissions: Element 120,"action, free to play, indie Transmissions: Element 120"
365450,"indie, simulation",Hacknet,"indie, simulation Hacknet"
365590,"action, adventure, rpg",Tom Clancy’S The Division™,"action, adventure, rpg Tom Clancy’s The Division™"
365660,"action, indie, sports",Olliolli2: Welcome To Olliwood,"action, indie, sports OlliOlli2: Welcome to Olliwood"
365670,"animation &amp; modeling, design &amp; illustration, video production",Blender,"animation &amp; modeling, design &amp; illustration, video production Blender"
365810,"action, adventure, casual, indie, simulation",Flying Tigers: Shadows Over China,"action, adventure, casual, indie, simulation Flying Tigers: Shadows Over China"
365900,"adventure, casual, indie, rpg",Pixel Dungeon,"adventure, casual, indie, rpg Pixel Dungeon"
366040,"action, adventure, indie",Iggy'S Egg Adventure,"action, adventure, indie Iggy's Egg Adventure"
366160,"action, massively multiplayer, rpg",Hounds : The Last Hope,"action, massively multiplayer, rpg Hounds : The Last Hope"
366220,"adventure, indie, rpg",Wurm Unlimited,"adventure, indie, rpg Wurm Unlimited"
366440,"action, rpg, strategy",Savage Resurrection,"action, rpg, strategy Savage Resurrection"
366843,"action, adventure",Call Of Duty®: Black Ops Iii - Season Pass,"action, adventure Call of Duty®: Black Ops III - Season Pass"
366890,"action, adventure, casual, indie",Zombie Zoeds,"action, adventure, casual, indie Zombie Zoeds"
367120,"casual, simulation",Seduce Me The Otome,"casual, simulation Seduce Me the Otome"
367270,"action, simulation, early access",Angels Fall First,"action, simulation, early access Angels Fall First"
367300,"action, indie",Pixel Star,"action, indie Pixel Star"
367450,"indie, simulation",Poly Bridge,"indie, simulation Poly Bridge"
367500,"action, adventure, rpg",Dragon'S Dogma: Dark Arisen,"action, adventure, rpg Dragon's Dogma: Dark Arisen"
367570,"action, indie",Oo,"action, indie oO"
367580,"casual, indie",Hook,"casual, indie Hook"
367670,utilities,Controller Companion,utilities Controller Companion
367780,"action, indie",Aero'S Quest,"action, indie Aero's Quest"
368230,"indie, simulation, strategy",Kingdom: Classic,"indie, simulation, strategy Kingdom: Classic"
368340,"rpg, early access",Crosscode,"rpg, early access CrossCode"
368360,"adventure, casual, indie, simulation, strategy",60 Seconds!,"adventure, casual, indie, simulation, strategy 60 Seconds!"
368500,"action, adventure",Assassin'S Creed® Syndicate,"action, adventure Assassin's Creed® Syndicate"
368720,"action, adventure, indie, massively multiplayer, simulation, early access",Sirius Online,"action, adventure, indie, massively multiplayer, simulation, early access Sirius Online"
368730,"action, adventure, casual, indie",No Time To Explain Remastered,"action, adventure, casual, indie No Time To Explain Remastered"
368740,"action, indie, racing",Obliteracers,"action, indie, racing Obliteracers"
368860,"action, indie, early access",Garbage Day,"action, indie, early access Garbage Day"
368990,"action, adventure, indie",Despair,"action, adventure, indie Despair"
369000,"action, adventure, casual, indie, strategy",Pongo,"action, adventure, casual, indie, strategy Pongo"
369060,"action, adventure, indie",Amygdala,"action, adventure, indie Amygdala"
369070,"action, indie",Slain: Back From Hell,"action, indie Slain: Back from Hell"
369290,adventure,Airport Madness: World Edition,adventure Airport Madness: World Edition
369300,adventure,Adventure Time: Finn And Jake Investigations,adventure Adventure Time: Finn and Jake Investigations
369400,"casual, free to play, indie, strategy",Let The Cat In,"casual, free to play, indie, strategy Let the Cat in"
369580,casual,Notgtav,casual NotGTAV
370020,"action, indie, rpg, strategy",Templar Battleforce,"action, indie, rpg, strategy Templar Battleforce"
370150,"casual, indie",Loop: A Tranquil Puzzle Game,"casual, indie LOOP: A Tranquil Puzzle Game"
370240,sports,Nba 2K16,sports NBA 2K16
370280,"adventure, casual, indie",Season Of 12 Colors,"adventure, casual, indie Season of 12 Colors"
370360,"indie, simulation",Tis-100,"indie, simulation TIS-100"
370480,"action, indie",Pixel Galaxy,"action, indie Pixel Galaxy"
371100,"action, adventure, indie, rpg, simulation, strategy",Waste Walkers,"action, adventure, indie, rpg, simulation, strategy Waste Walkers"
371190,"simulation, strategy",Making History: The Calm And The Storm Gold Edition,"simulation, strategy Making History: The Calm and the Storm Gold Edition"
371200,"indie, rpg, simulation, strategy",Halcyon 6: Starbase Commander,"indie, rpg, simulation, strategy Halcyon 6: Starbase Commander"
371420,"indie, racing, simulation, sports",Teddy Floppy Ear - The Race,"indie, racing, simulation, sports Teddy Floppy Ear - The Race"
371500,"action, casual, indie",Grey Cubes,"action, casual, indie Grey Cubes"
371660,"action, adventure",Far Cry® Primal,"action, adventure Far Cry® Primal"
372000,"free to play, massively multiplayer, rpg",Tree Of Savior (English Ver.),"free to play, massively multiplayer, rpg Tree of Savior (English Ver.)"
372540,"action, free to play",The Lost Mythologies,"action, free to play The Lost Mythologies"
372800,"adventure, free to play, indie, massively multiplayer, rpg, early access",Rpg Mo,"adventure, free to play, indie, massively multiplayer, rpg, early access RPG MO"
373180,action,Kung Fury: Street Rage,action Kung Fury: Street Rage
373360,"action, adventure, indie",Cast Of The Seven Godsends - Redux,"action, adventure, indie Cast of the Seven Godsends - Redux"
373390,"adventure, rpg, strategy",Contradiction - Spot The Liar!,"adventure, rpg, strategy Contradiction - Spot The Liar!"
373420,"adventure, indie, rpg, strategy",Divinity: Original Sin - Enhanced Edition,"adventure, indie, rpg, strategy Divinity: Original Sin - Enhanced Edition"
373460,"action, casual",Fury Of The Gods,"action, casual Fury Of The Gods"
373770,"indie, rpg",Lieat,"indie, rpg LiEat"
374040,"action, adventure, rpg",Portal Knights,"action, adventure, rpg Portal Knights"
374320,action,Dark Souls™ Iii,action DARK SOULS™ III
374450,strategy,Cheats 4 Hire,strategy Cheats 4 Hire
375040,"action, casual, indie, simulation",Death Tractor,"action, casual, indie, simulation Death Tractor"
375510,"adventure, indie, rpg, early access",New Kind Of Adventure,"adventure, indie, rpg, early access New kind of adventure"
375600,"action, indie",Air Brawl,"action, indie Air Brawl"
375820,"casual, indie",Human Resource Machine,"casual, indie Human Resource Machine"
375950,"casual, free to play, indie, simulation",Viridi,"casual, free to play, indie, simulation Viridi"
376210,"action, adventure, indie, massively multiplayer, simulation, early access",The Isle,"action, adventure, indie, massively multiplayer, simulation, early access The Isle"
376300,action,Guilty Gear Xrd -Sign-,action GUILTY GEAR Xrd -SIGN-
376560,"adventure, casual, indie",Big Fish Legend,"adventure, casual, indie Big Fish Legend"
376570,"free to play, massively multiplayer, rpg",Wildstar,"free to play, massively multiplayer, rpg WildStar"
376660,"action, adventure, indie, massively multiplayer, rpg",Hero Siege - Amazon (Class),"action, adventure, indie, massively multiplayer, rpg Hero Siege - Amazon (Class)"
376770,casual,Big Thinkers 1St Grade,casual Big Thinkers 1st Grade
376870,adventure,Minecraft: Story Mode - A Telltale Games Series,adventure Minecraft: Story Mode - A Telltale Games Series
376920,"action, casual, indie",Tiki Man,"action, casual, indie Tiki Man"
377140,"action, adventure, indie, massively multiplayer, simulation, early access",Hide &Amp; Hold Out - H2O,"action, adventure, indie, massively multiplayer, simulation, early access Hide &amp; Hold Out - H2o"
377160,rpg,Fallout 4,rpg Fallout 4
377560,action,Tom Clancy'S Rainbow Six® Siege - Ultra Hd Texture Pack,action Tom Clancy's Rainbow Six® Siege - Ultra HD Texture Pack
377860,action,Mushihimesama,action Mushihimesama
378041,strategy,"Warhammer® 40,000™: Dawn Of War® Ii - Retribution - The Last Stand Necron Overlord","strategy Warhammer® 40,000™: Dawn of War® II - Retribution - The Last Stand Necron Overlord"
378370,"action, adventure, casual, free to play, indie, early access",Nomad,"action, adventure, casual, free to play, indie, early access Nomad"
378580,"action, adventure, casual, indie, simulation",Untamed: Life Of A Cougar,"action, adventure, casual, indie, simulation Untamed: Life Of A Cougar"
378720,"indie, rpg, strategy",Thea: The Awakening,"indie, rpg, strategy Thea: The Awakening"
379720,action,Doom,action DOOM
379980,"adventure, casual, indie, rpg, simulation",Panzermadels: Tank Dating Simulator,"adventure, casual, indie, rpg, simulation Panzermadels: Tank Dating Simulator"
380600,"free to play, massively multiplayer, simulation, sports",Fishing Planet,"free to play, massively multiplayer, simulation, sports Fishing Planet"
380840,"action, free to play, indie",Teeworlds,"action, free to play, indie Teeworlds"
380860,"action, indie",Barbara-Ian,"action, indie Barbara-ian"
381120,"adventure, indie, rpg, simulation",Shoppe Keep,"adventure, indie, rpg, simulation Shoppe Keep"
381560,"casual, free to play, strategy",Epic Cards Battle(Tcg),"casual, free to play, strategy Epic Cards Battle(TCG)"
381850,"adventure, casual, racing",My Paper Boat,"adventure, casual, racing My Paper Boat"
381990,"free to play, massively multiplayer",Dragon Saga,"free to play, massively multiplayer Dragon Saga"
382490,"action, free to play, indie",Relic Hunters Zero,"action, free to play, indie Relic Hunters Zero"
382890,rpg,Final Fantasy V,rpg FINAL FANTASY V
383120,"adventure, indie, simulation, strategy, early access",Empyrion - Galactic Survival,"adventure, indie, simulation, strategy, early access Empyrion - Galactic Survival"
383150,action,Dead Island Definitive Edition,action Dead Island Definitive Edition
383230,"action, adventure, indie, rpg",Dungeon Souls,"action, adventure, indie, rpg Dungeon Souls"
383270,"adventure, indie",Hue,"adventure, indie Hue"
383450,"action, indie, strategy",Battle Of Empires : 1914-1918 -  British Empire,"action, indie, strategy Battle of Empires : 1914-1918 -  British Empire"
383580,"action, adventure, indie, rpg, simulation",Flesh Eaters,"action, adventure, indie, rpg, simulation Flesh Eaters"
383790,"action, indie",The Ship: Remasted,"action, indie The Ship: Remasted"
383870,"adventure, indie",Firewatch,"adventure, indie Firewatch"
383980,indie,Rivals Of Aether,indie Rivals of Aether
384000,"action, adventure, indie",Cross Of The Dutchman,"action, adventure, indie Cross of the Dutchman"
384150,"action, casual, indie",Terablaster,"action, casual, indie TeraBlaster"
384180,"free to play, massively multiplayer, simulation, strategy",Prominence Poker,"free to play, massively multiplayer, simulation, strategy Prominence Poker"
384190,"action, adventure, casual, indie, simulation",Abzu,"action, adventure, casual, indie, simulation ABZU"
384300,utilities,Cpucores :: Maximize Your Fps,utilities CPUCores :: Maximize Your FPS
384310,"adventure, indie, rpg, simulation, strategy",Dead In Bermuda,"adventure, indie, rpg, simulation, strategy Dead In Bermuda"
384360,"casual, indie",Fingered,"casual, indie Fingered"
384490,"action, adventure, indie",Necropolis: Brutal Edition,"action, adventure, indie NECROPOLIS: BRUTAL EDITION"
384500,"action, adventure, indie, rpg",Zombie Party,"action, adventure, indie, rpg Zombie Party"
384630,"adventure, indie",Aviary Attorney,"adventure, indie Aviary Attorney"
384980,"casual, free to play, indie, strategy",Battle For Blood - Epic Battles Within 30 Seconds!,"casual, free to play, indie, strategy Battle for Blood - Epic battles within 30 seconds!"
385240,simulation,Ultimate Arena,simulation Ultimate Arena
385260,"free to play, rpg",Lamia Must Die,"free to play, rpg Lamia Must Die"
385330,"adventure, indie",Stray Cat Crossing,"adventure, indie Stray Cat Crossing"
385530,"free to play, indie, massively multiplayer, strategy",Астролорды: Облако Оорта,"free to play, indie, massively multiplayer, strategy Астролорды: Облако Оорта"
385630,"action, indie",Cosmic Rocket Defender,"action, indie Cosmic Rocket Defender"
385710,"action, adventure, indie",Ink,"action, adventure, indie INK"
385730,"simulation, sports",Wwe 2K16,"simulation, sports WWE 2K16"
385760,sports,Nba 2K17,sports NBA 2K17
385770,"action, casual, free to play, indie",Time Clickers,"action, casual, free to play, indie Time Clickers"
385890,"action, free to play, massively multiplayer, rpg, strategy, early access",Golden Rush,"action, free to play, massively multiplayer, rpg, strategy, early access Golden Rush"
385970,"rpg, strategy",Baldur'S Gate: Siege Of Dragonspear,"rpg, strategy Baldur's Gate: Siege of Dragonspear"
385980,"action, adventure, casual, indie",Scott In Space,"action, adventure, casual, indie Scott in Space"
386070,strategy,Planetary Annihilation: Titans,strategy Planetary Annihilation: TITANS
386180,"action, free to play, massively multiplayer, racing",Crossout,"action, free to play, massively multiplayer, racing Crossout"
386360,"action, free to play",Smite®,"action, free to play SMITE®"
386880,"action, adventure, indie, simulation",Rake,"action, adventure, indie, simulation Rake"
386940,"action, adventure, casual, indie",Ultimate Chicken Horse,"action, adventure, casual, indie Ultimate Chicken Horse"
387240,"action, indie, rpg, strategy",Steel Rain,"action, indie, rpg, strategy Steel Rain"
387290,action,Ori And The Blind Forest: Definitive Edition,action Ori and the Blind Forest: Definitive Edition
387340,"action, rpg",Hyperdimension Neptunia U: Action Unleashed,"action, rpg Hyperdimension Neptunia U: Action Unleashed"
387370,"indie, simulation, strategy",Sol 0: Mars Colonization,"indie, simulation, strategy Sol 0: Mars Colonization"
387860,"adventure, free to play, indie, rpg",The Static Speaks My Name,"adventure, free to play, indie, rpg the static speaks my name"
387990,"action, adventure, indie, simulation, early access",Scrap Mechanic,"action, adventure, indie, simulation, early access Scrap Mechanic"
388080,utilities,Borderless Gaming,utilities Borderless Gaming
388090,"action, indie, strategy",Five Nights At Freddy'S 4,"action, indie, strategy Five Nights at Freddy's 4"
388120,"adventure, casual",Spakoyno: Back To The Ussr 2.0,"adventure, casual Spakoyno: Back to the USSR 2.0"
388410,"action, adventure, rpg",Darksiders Ii Deathinitive Edition,"action, adventure, rpg Darksiders II Deathinitive Edition"
388880,"adventure, indie",Oxenfree,"adventure, indie Oxenfree"
389220,"action, casual, indie, simulation",Maximum Override,"action, casual, indie, simulation Maximum Override"
389430,"action, adventure, free to play, massively multiplayer, rpg",Knight Online,"action, adventure, free to play, massively multiplayer, rpg Knight Online"
389510,"action, casual, indie, racing, simulation, sports",Wild Animal Racing,"action, casual, indie, racing, simulation, sports Wild Animal Racing"
389570,"free to play, simulation",Mitos.Is: The Game,"free to play, simulation Mitos.is: The Game"
389870,"adventure, rpg, strategy",Mugen Souls,"adventure, rpg, strategy Mugen Souls"
390290,"adventure, indie",Bulb Boy,"adventure, indie Bulb Boy"
390520,"action, adventure, indie",Pewdiepie: Legend Of The Brofist,"action, adventure, indie PewDiePie: Legend of the Brofist"
390670,"free to play, massively multiplayer, simulation",Steel Ocean,"free to play, massively multiplayer, simulation Steel Ocean"
390730,"action, indie",Sora,"action, indie Sora"
391040,"racing, simulation, sports",F1 2016,"racing, simulation, sports F1 2016"
391260,"action, adventure, indie, rpg",Labyronia Rpg,"action, adventure, indie, rpg Labyronia RPG"
391270,"adventure, free to play, indie",Fingerbones,"adventure, free to play, indie Fingerbones"
391460,"action, free to play, early access",Warmode,"action, free to play, early access WARMODE"
391540,"indie, rpg",Undertale,"indie, rpg Undertale"
391570,"indie, rpg",Undertale Soundtrack,"indie, rpg UNDERTALE Soundtrack"
391720,"adventure, indie",Layers Of Fear,"adventure, indie Layers of Fear"
391730,"action, adventure, indie, rpg",Crashlands,"action, adventure, indie, rpg Crashlands"
392450,"adventure, free to play, indie",Silver Creek Falls: Chapter 1,"adventure, free to play, indie Silver Creek Falls: Chapter 1"
393010,"adventure, indie, simulation",Don'T Starve: Shipwrecked,"adventure, indie, simulation Don't Starve: Shipwrecked"
393380,"action, indie, strategy, early access",Squad,"action, indie, strategy, early access Squad"
393410,"action, free to play, indie, massively multiplayer, sports",World Of Soccer Online,"action, free to play, indie, massively multiplayer, sports World of Soccer online"
393420,"action, adventure, simulation, early access",Hurtworld,"action, adventure, simulation, early access Hurtworld"
394230,action,Battleborn,action Battleborn
394310,"indie, rpg, strategy",Punch Club,"indie, rpg, strategy Punch Club"
394360,"simulation, strategy",Hearts Of Iron Iv,"simulation, strategy Hearts of Iron IV"
394380,"action, casual, free to play, indie, massively multiplayer",Battlestick,"action, casual, free to play, indie, massively multiplayer BattleStick"
394510,action,Helldivers™,action HELLDIVERS™
394690,"action, adventure, casual, indie, massively multiplayer, early access",Tower Unite,"action, adventure, casual, indie, massively multiplayer, early access Tower Unite"
395180,"action, simulation, strategy",Arma 3 Apex,"action, simulation, strategy Arma 3 Apex"
395200,"action, adventure, indie",Ben And Ed,"action, adventure, indie Ben and Ed"
395238,action,Helldivers™ - Weapons Pack,action HELLDIVERS™ - Weapons Pack
395520,"adventure, casual, free to play, indie",Missing Translation,"adventure, casual, free to play, indie Missing Translation"
395910,adventure,Get Rich Or Die Gaming,adventure Get Rich or Die Gaming
396260,"action, indie, simulation",World'S Fastest Pizza,"action, indie, simulation World's Fastest Pizza"
396650,"action, adventure, indie, rpg, simulation, sports",Ace Academy,"action, adventure, indie, rpg, simulation, sports ACE Academy"
397040,"action, free to play, massively multiplayer, rpg",Sphere Iii: Enchanted World,"action, free to play, massively multiplayer, rpg Sphere III: Enchanted World"
397060,"free to play, indie, massively multiplayer, strategy",Faeria,"free to play, indie, massively multiplayer, strategy Faeria"
397100,"free to play, indie, simulation, early access",Machinecraft,"free to play, indie, simulation, early access MachineCraft"
397340,"indie, simulation",Simpleplanes,"indie, simulation SimplePlanes"
397430,"adventure, casual",Zoombinis,"adventure, casual Zoombinis"
397550,"action, adventure, rpg",Deus Ex: Revision,"action, adventure, rpg Deus Ex: Revision"
397570,"action, indie",Shmadow,"action, indie Shmadow"
397680,"action, casual, indie",Firefight Reloaded,"action, casual, indie FIREFIGHT RELOADED"
397690,"action, indie",Hyperspace Invaders Ii: Pixel Edition,"action, indie Hyperspace Invaders II: Pixel Edition"
398070,"action, indie",Protoshift,"action, indie Protoshift"
398100,"casual, indie",Highschool Romance,"casual, indie Highschool Romance"
398710,"action, casual, indie",Timberman,"action, casual, indie Timberman"
